transaction_amount,transaction_hour,account_age_days,transactions_last_1h,transactions_last_24h,failed_attempts,new_device,location_changed,international_transaction,device_change_count,avg_historical_amount,is_fraud
1169.75,1,362,1,2,0,1,0,0,0,1018.57,0
3072.62,18,90,2,7,1,0,0,0,0,131.49,0
49.5,23,404,2,15,0,0,0,0,0,502.89,0
26435.07,9,368,1,2,5,0,0,1,0,51.55,0
717.14,2,939,2,6,0,1,1,0,0,471.35,0
52.59,11,359,1,5,0,1,0,0,0,993.02,0
1390.11,15,191,2,15,5,0,0,0,1,612.36,0
1153.05,11,78,2,7,0,0,0,0,0,245.46,0
969.87,7,391,2,13,0,1,0,0,0,381.09,0
4850.26,4,45,0,0,5,0,0,0,0,3586.14,0
3364.95,10,643,1,4,0,0,0,0,1,269.13,0
1714.39,9,103,2,15,1,0,0,0,0,1291.93,0
2154.33,2,271,1,6,1,0,0,0,0,1844.15,0
937.73,22,330,2,6,0,1,0,0,2,177.83,0
15728.6,8,164,1,3,0,0,0,0,1,2133.42,0
119.25,11,397,2,5,0,1,1,0,0,1496.04,1
1352.19,5,105,0,0,0,0,0,0,1,252.74,0
1208.99,18,12,1,4,3,0,1,0,0,833.79,0
3714.21,15,1168,1,4,3,0,0,0,0,86.87,0
309.27,20,140,1,4,1,0,0,0,0,237.65,0
80.2,22,456,1,7,0,0,0,0,2,761.29,0
1387.47,23,258,2,4,2,0,0,0,0,590.14,0
1672.12,13,403,0,0,0,0,0,0,0,118.97,0
10243.5,3,42,1,2,0,1,0,0,1,6145.1,0
163.12,17,267,3,18,5,0,0,0,2,961.1,0
6198.36,9,181,0,0,0,0,0,0,1,209.87,0
38220.28,17,219,1,6,0,0,0,0,1,719.87,0
622.26,11,1236,5,36,3,0,0,0,0,231.98,0
158.16,18,53,2,15,1,0,0,0,0,1413.79,0
595.58,7,512,1,2,1,0,1,0,0,113.74,0
1119.91,0,146,2,15,0,0,0,0,1,945.21,0
2554.68,13,125,1,4,0,0,0,0,0,766.62,0
451.65,22,115,1,5,0,1,0,0,1,135.63,0
11302.71,5,156,3,6,2,0,0,1,1,1990.25,1
206.07,13,161,3,12,2,0,0,0,0,1081.87,0
80.74,1,115,1,4,3,0,0,0,0,1653.27,0
5767.91,8,401,0,0,0,0,0,0,0,356.5,0
36.16,11,17,1,2,2,0,0,0,0,592.48,0
807.39,4,147,3,18,0,0,1,0,0,1172.89,0
117773.87,1,120,3,16,0,1,0,0,0,1452.08,0
1077.0,18,508,2,6,5,1,0,0,0,7544.14,0
204.15,6,57,0,0,0,0,0,0,1,175.35,0
1006.17,6,1031,1,2,1,0,0,0,1,571.84,0
1016.17,9,68,2,8,0,0,1,0,0,3099.42,0
1395.45,16,168,1,3,0,0,1,0,0,497.42,0
2961.33,13,81,1,5,1,1,0,0,2,5765.3,0
230.75,10,123,2,14,1,0,0,0,1,810.56,0
13784.8,19,522,1,5,0,1,0,0,1,6958.62,0
1583.94,5,236,3,6,2,0,0,0,0,1417.34,0
3262.31,7,64,2,14,3,0,0,0,1,167.82,0
427.42,18,17,2,7,3,0,0,1,2,115.72,1
7552.04,18,95,1,2,3,0,0,0,0,559.17,0
745.77,23,1062,2,9,0,0,0,0,0,466.41,0
1662.92,23,681,1,7,5,0,0,1,0,1603.78,0
270.52,23,211,3,6,0,0,0,0,2,493.65,0
245.82,16,240,2,11,0,0,1,0,3,588.3,0
3078.84,23,838,1,3,0,0,0,1,0,510.56,0
563.74,23,326,0,0,1,0,0,1,0,229.39,0
304.68,17,776,3,10,1,0,0,0,1,323.04,0
417.89,11,247,3,23,3,1,0,0,0,746.82,0
3128.88,8,81,0,0,0,1,1,0,1,2891.37,0
426.85,22,472,3,8,1,0,0,1,1,4376.76,0
919.21,23,272,3,6,0,1,0,0,1,771.75,0
1121.63,15,402,1,6,0,0,0,0,0,435.41,0
61.8,17,62,1,2,0,0,0,0,0,1359.04,0
120.7,15,380,1,3,1,0,0,0,1,1732.16,0
1816.05,15,175,2,6,0,0,0,0,0,462.53,0
363.02,3,147,2,8,5,1,0,0,0,578.51,0
5351.26,22,406,0,0,3,1,0,0,0,4065.17,0
4676.06,21,327,2,15,0,0,0,0,1,1346.57,0
3225.21,6,382,2,14,5,0,0,0,0,158.78,0
16808.8,0,1227,1,7,1,0,0,0,0,399.77,0
968.13,23,440,0,0,5,0,0,0,0,713.11,0
2902.49,22,373,2,13,0,0,0,0,0,592.86,0
456.41,19,347,2,13,1,0,0,0,0,252.65,0
43414.76,0,185,1,3,3,0,0,0,2,4335.58,0
21492.31,7,667,1,3,1,0,0,0,0,797.92,0
1116.35,22,175,3,14,5,0,1,0,0,193.86,0
1958.39,7,439,1,7,3,0,0,0,0,330.08,0
8424.9,9,126,1,2,2,0,0,0,1,340.77,0
879.44,0,58,0,0,0,0,0,0,0,136.08,0
409.55,20,50,1,2,2,1,0,0,2,549.05,0
4068.32,20,367,1,4,0,0,0,0,1,383.61,0
1233.56,13,145,0,0,2,0,0,0,0,697.01,0
1443.02,13,117,1,4,1,0,0,0,0,1529.39,0
313.75,9,327,0,0,0,0,1,0,0,231.34,0
83.39,18,9,1,5,2,0,0,0,0,989.4,0
1562.77,15,103,2,7,1,0,0,0,0,223.35,0
4261.78,8,151,2,11,1,0,0,0,1,183.13,1
781.56,19,449,1,4,0,0,0,0,0,1714.99,0
9458.27,15,287,0,0,2,0,0,0,0,289.9,0
381.51,19,707,1,4,2,0,0,0,2,1201.96,0
225.42,7,148,0,0,0,0,0,0,0,1502.32,0
991.44,6,128,3,21,2,0,0,0,0,540.36,0
968.85,10,12,1,7,5,0,0,0,0,1134.26,0
3480.58,20,1106,1,6,2,0,1,0,0,1007.93,0
342.94,5,254,2,15,1,0,1,0,0,845.23,0
8536.8,14,254,1,4,1,0,0,0,0,625.97,0
20960.09,18,937,0,0,5,0,0,0,0,819.91,0
1034.1,13,124,0,0,0,0,0,0,0,423.79,0
7147.84,14,147,1,5,1,0,0,0,1,160.29,1
224.81,5,389,2,4,0,0,0,0,0,735.19,0
5501.81,23,561,1,3,2,0,0,0,0,923.38,0
5275.95,9,438,0,0,0,0,0,0,1,2539.62,0
4004.43,13,567,2,6,0,0,0,0,0,411.22,0
1071.33,15,312,2,6,1,0,1,0,0,377.86,0
13.05,12,725,3,7,1,0,0,0,0,138.4,0
418.81,10,291,1,6,1,1,1,0,1,191.07,1
428.86,2,95,0,0,2,0,0,0,1,123.62,0
252.8,7,284,1,7,0,0,0,0,0,149.58,0
1317.33,2,455,2,8,5,0,0,0,0,359.4,0
584.97,1,386,4,18,0,0,0,0,1,1316.8,0
318.33,20,101,2,9,5,0,1,0,0,926.13,0
224.03,13,15,0,0,1,0,0,0,0,3037.65,0
374.93,19,106,1,3,0,0,0,0,0,1070.9,0
5897.29,20,1510,1,2,2,0,1,1,0,96.78,1
406.86,21,74,0,0,0,1,0,0,1,778.91,0
506.53,14,227,0,0,1,0,0,0,0,3451.3,0
552.78,2,371,2,10,0,1,0,0,0,197.32,0
1823.46,0,772,2,7,0,0,0,0,0,949.34,0
2174.11,14,521,1,5,1,0,1,0,2,452.27,0
11.39,19,874,1,7,1,1,0,0,1,555.67,0
5076.88,21,338,1,5,0,0,0,0,1,1831.43,0
9457.39,1,731,1,3,5,0,0,0,1,700.62,0
226.95,17,111,2,6,1,0,0,1,0,690.93,0
255.07,0,205,0,0,0,0,0,0,1,500.35,0
558.15,8,677,3,21,0,1,0,0,0,2657.27,0
352.83,2,143,3,11,3,1,0,0,1,482.78,0
1534.39,1,748,3,10,0,0,0,0,1,675.27,0
59.16,3,164,2,13,3,0,0,0,0,421.38,0
205.02,15,164,0,0,1,0,0,0,1,255.28,0
11034.65,21,134,2,9,2,0,0,0,0,1652.05,0
272.51,0,288,3,10,1,0,0,0,0,1783.21,0
7080.8,8,50,1,3,5,0,1,0,0,781.25,0
1868.72,7,13,2,13,3,0,0,0,0,1101.19,0
72.68,5,831,2,11,0,0,0,0,0,1908.0,0
2844.08,19,965,4,23,2,0,0,0,1,459.21,0
919.2,17,28,1,3,0,0,0,0,1,517.58,0
553.8,15,291,3,8,0,0,1,0,1,270.5,0
1583.57,7,283,2,4,5,0,0,0,0,1338.17,0
2234.9,22,170,1,7,0,1,1,0,0,501.17,0
3169.69,3,307,0,0,1,0,0,0,0,702.17,0
6421.32,2,223,1,6,0,0,0,0,0,1059.11,0
2022.73,14,245,0,0,0,0,0,0,1,1109.46,0
139.29,5,513,2,11,5,0,0,0,0,214.41,0
538.9,0,272,0,0,2,0,0,0,1,1230.1,0
90632.89,17,142,1,2,3,0,0,0,0,5002.84,0
3251.06,22,317,3,12,1,0,0,0,1,668.46,0
38327.81,10,373,2,7,3,0,0,0,1,2495.99,0
8894.17,2,396,0,0,1,0,0,0,0,128.42,0
1576.09,12,351,2,13,0,0,0,0,0,734.51,0
1723.5,16,398,0,0,3,0,1,0,1,89.09,0
1038.08,17,135,2,14,0,1,1,1,1,1773.96,0
80.91,13,215,2,4,0,1,0,0,1,240.19,0
1126.73,6,403,1,5,0,0,0,0,0,447.94,0
6741.33,6,512,0,0,0,0,0,0,0,255.08,0
446.1,13,207,3,23,0,1,0,0,1,1871.94,0
2034.35,23,165,3,13,0,0,0,0,0,1988.72,0
3933.9,14,459,0,0,1,0,0,0,0,275.98,0
280.19,11,91,3,12,0,0,0,0,2,696.88,0
557.27,11,3,2,6,0,0,0,0,0,239.44,0
238.21,7,232,1,6,1,0,0,0,0,639.34,0
319.5,15,69,1,7,1,0,0,0,0,174.74,0
158.95,8,173,1,2,0,0,0,0,0,306.8,0
284.1,1,125,2,13,1,0,0,0,1,617.19,0
9220.49,13,548,4,16,2,0,0,0,0,1629.35,0
277.77,23,146,0,0,0,0,0,0,0,487.21,0
1325.69,23,373,2,12,5,0,0,0,0,2931.55,0
515.79,15,409,0,0,1,0,0,0,0,363.0,0
6427.23,4,222,2,12,2,0,0,0,1,112.02,0
7838.04,4,30,1,4,1,0,0,0,1,169.01,0
4008.23,19,439,0,0,0,0,0,0,1,347.98,0
1735.76,20,28,3,8,5,0,1,0,1,8755.56,0
775.42,17,38,1,6,5,1,0,0,0,462.63,0
183.5,17,79,2,13,0,1,1,0,2,328.3,0
20237.51,4,120,1,6,3,0,1,0,0,999.81,1
350.9,10,683,2,12,0,1,0,0,0,2707.8,0
2967.48,12,410,2,14,3,0,0,0,0,1058.76,0
5374.11,2,178,4,18,0,1,0,0,1,536.64,1
476.79,16,1403,3,9,0,0,0,0,0,4862.37,0
5203.15,17,101,0,0,2,1,1,0,0,1574.19,0
3450.66,13,343,2,15,0,0,0,0,0,816.09,0
14646.34,11,685,0,0,0,1,0,0,1,2519.87,0
542.39,13,591,1,7,3,1,0,0,0,664.99,0
159.37,17,34,3,18,3,0,0,0,0,590.53,0
513.76,19,436,0,0,0,0,0,0,0,327.72,0
1500.09,1,108,1,3,0,0,0,0,1,279.73,0
1196.7,6,160,2,8,2,0,0,1,1,653.38,0
607.8,14,245,2,12,3,0,0,0,1,241.73,0
62.56,9,570,2,11,0,0,0,0,0,2501.88,0
2221.03,14,66,0,0,0,1,0,0,1,843.76,0
21131.43,16,41,1,3,1,1,0,0,0,500.25,1
2200.36,10,60,2,12,0,0,0,0,3,737.86,0
2734.5,1,89,2,4,0,0,0,0,1,2300.05,0
2588.07,20,22,4,15,0,0,0,0,0,691.83,0
1989.36,17,952,1,5,5,0,0,1,0,632.27,0
4435.96,3,140,0,0,3,0,0,0,0,7899.87,0
1984.38,8,71,2,15,1,0,0,0,1,303.14,0
686.07,16,370,1,4,0,0,0,0,1,535.27,0
332.29,16,564,1,6,5,0,0,0,0,154.82,0
754.87,16,510,0,0,3,0,0,0,1,2005.68,0
1756.7,15,462,0,0,0,0,0,0,1,686.27,0
682.58,19,18,1,6,0,0,0,0,0,2759.13,0
1757.25,7,556,0,0,0,0,0,0,1,1401.88,0
2119.05,22,254,0,0,0,0,0,0,0,163.39,0
3826.74,14,382,1,5,0,0,0,0,0,343.69,0
7511.51,0,1143,3,7,0,0,0,1,0,141.05,0
1232.76,18,607,1,7,0,0,0,1,0,270.47,0
154.21,14,636,2,7,0,0,0,0,0,54.19,0
653.5,8,73,5,38,1,0,0,0,1,645.65,0
1171.56,4,236,0,0,5,0,0,1,0,1007.69,0
69.85,15,1088,2,14,0,0,0,0,0,489.94,0
8804.31,12,318,5,30,0,0,0,0,0,1182.31,0
1357.73,15,39,1,4,0,0,1,0,1,322.17,0
1943.08,21,480,4,30,0,0,0,0,1,798.39,0
8503.98,10,16,2,10,0,0,0,0,0,186.55,0
426.15,12,494,0,0,0,0,0,0,1,777.38,0
2594.28,5,773,1,6,1,0,0,0,0,1032.13,0
930.02,19,202,1,2,5,0,0,1,0,747.87,0
832.03,16,194,2,7,1,0,0,0,0,483.04,0
344.37,4,132,0,0,1,0,0,0,0,1967.49,0
13338.43,16,764,2,15,0,0,0,0,1,656.16,0
624.37,0,289,3,7,0,0,0,0,2,953.37,0
3131.28,4,315,1,3,5,0,1,0,1,1475.44,0
65.86,4,395,0,0,2,0,0,0,0,1662.51,0
6438.06,6,130,1,5,0,0,0,0,0,401.79,1
5315.15,15,206,5,14,2,0,0,0,0,2090.06,0
1269.21,17,493,1,7,3,0,0,0,1,648.15,0
780.23,5,1544,2,6,0,0,0,0,1,2104.27,0
1998.2,1,12,1,3,0,0,0,0,1,1046.06,0
33968.4,12,15,3,17,2,0,0,0,0,582.47,1
77.88,9,203,1,4,0,0,0,0,1,473.95,0
3544.11,20,393,1,2,0,0,0,0,0,198.38,0
279.38,19,178,3,22,0,0,0,0,0,673.34,0
1064.35,10,2892,2,4,0,1,1,0,1,141.49,1
756.1,20,79,2,5,3,0,0,0,0,406.94,0
576.82,1,2,1,7,0,0,0,0,0,551.17,0
1079.55,7,76,0,0,0,0,0,1,0,187.59,0
200.09,23,795,1,6,0,0,0,0,0,142.64,0
5134.67,21,57,0,0,0,0,0,0,0,614.89,0
74.35,18,237,0,0,1,0,0,0,0,154.6,0
2464.26,19,198,2,6,1,0,0,0,0,82.79,0
671.96,16,399,0,0,0,0,0,0,0,1082.71,0
189.35,15,20,2,11,1,0,0,0,0,841.63,0
1485.6,9,392,1,3,0,0,0,0,0,806.33,0
106.12,4,159,1,5,2,1,0,0,0,653.1,0
1163.95,13,950,1,5,0,0,0,0,2,1021.48,0
129.76,23,689,1,5,1,1,0,0,2,349.42,0
2190.55,18,186,2,15,1,0,0,0,1,287.85,0
274.09,3,1805,3,20,0,0,0,0,1,5851.48,0
557.53,19,19,0,0,0,0,0,0,0,1064.61,0
1704.32,15,567,0,0,0,0,0,0,0,317.09,0
344.19,23,207,0,0,3,0,0,1,0,1493.94,0
1005.31,14,207,3,9,0,0,0,0,0,786.21,0
113.21,8,68,2,7,0,1,0,1,1,464.26,0
2825.14,2,264,1,5,5,0,0,1,0,528.49,1
15481.03,22,32,3,20,0,0,0,0,0,209.4,0
72280.76,8,349,2,8,0,0,0,0,1,453.8,0
1257.34,17,100,1,4,1,0,0,0,0,792.26,0
3577.09,3,471,0,0,0,0,1,0,1,1623.19,0
75.87,18,341,1,3,5,0,0,0,3,286.64,0
10447.33,23,500,2,11,0,0,0,0,0,1197.85,0
3513.41,3,505,2,5,5,0,0,0,0,879.02,0
530.65,8,79,4,17,5,1,0,0,0,2903.39,0
7014.76,0,0,1,3,2,0,0,0,0,677.18,0
748.66,0,166,1,2,2,0,0,0,0,1253.22,0
551.68,19,917,1,5,0,0,1,1,1,1356.41,0
2237.25,18,314,2,7,5,1,0,0,0,326.97,0
222.51,2,474,1,3,0,0,0,0,1,368.06,0
5076.8,9,772,2,14,0,0,0,0,0,233.82,0
224.98,11,863,1,3,2,0,0,0,0,264.52,0
226.99,17,274,0,0,3,0,0,0,0,532.28,0
280.19,13,284,4,30,0,1,0,0,0,819.39,0
3426.35,9,694,3,7,0,1,0,0,1,2895.7,0
434.78,9,601,5,38,0,0,0,0,0,538.16,0
145.18,17,438,3,13,0,1,0,0,0,127.93,0
442.08,23,338,2,13,0,0,1,0,3,1882.34,0
1045.17,0,350,1,4,0,0,0,0,0,1896.36,0
186.52,14,164,2,8,2,0,0,0,3,447.13,0
194.9,7,670,2,9,0,0,0,0,0,147.75,0
26028.43,2,351,0,0,1,0,1,0,1,620.87,0
301.62,17,92,2,10,0,1,0,0,0,434.75,0
675.49,8,100,3,9,0,0,0,0,0,2069.88,0
632.16,15,721,2,11,2,0,0,0,0,6354.72,0
582.87,20,358,3,22,0,0,0,0,0,899.35,0
2785.05,14,185,1,3,3,0,0,0,0,1029.84,0
4546.96,4,75,0,0,1,0,0,0,1,989.03,0
693.03,12,343,1,5,2,1,0,0,0,871.07,0
171.62,21,74,0,0,3,0,1,0,2,162.82,0
7417.97,19,231,5,23,3,0,0,0,1,299.36,1
950.5,6,413,1,5,3,1,0,0,1,581.6,0
14698.24,15,304,2,5,1,0,0,0,0,553.78,1
37.77,6,931,2,13,0,0,0,0,1,839.45,0
1470.13,21,14,0,0,2,0,0,0,0,449.56,0
19494.93,15,119,1,3,1,0,1,0,0,137.5,0
645.55,12,21,1,6,3,0,1,0,1,769.12,0
781.93,16,78,1,6,0,0,0,0,0,3177.62,0
1708.32,8,48,1,3,0,0,0,1,0,392.11,0
474.28,11,481,1,7,0,0,0,0,0,1011.94,0
686.7,12,168,0,0,1,0,0,0,0,3365.99,0
660.69,8,945,1,5,1,1,0,0,1,5593.61,0
427.89,4,8,3,9,1,0,0,0,0,382.01,0
6927.71,6,386,4,29,5,0,1,0,0,1130.35,0
2189.91,0,1286,2,10,2,0,0,0,0,306.09,0
1597.1,3,70,1,4,0,1,0,0,2,847.89,0
3688.06,3,213,5,37,0,0,0,0,1,271.96,1
737.65,15,441,2,15,0,0,0,0,0,525.65,0
343.33,4,366,3,18,2,0,0,0,0,3883.21,0
444.11,21,304,2,13,0,1,0,0,2,3338.58,0
1099.57,3,144,1,3,3,0,0,0,0,2335.34,0
223.9,5,475,2,7,0,0,0,0,0,656.41,0
517.81,22,386,3,16,1,0,0,0,3,1621.52,0
505.64,2,64,1,7,1,0,0,0,0,2182.2,0
26551.31,7,1214,2,12,0,0,0,0,0,919.78,0
17.1,16,296,1,6,0,0,0,0,0,129.89,0
837.62,17,272,2,7,1,0,0,0,0,463.98,0
14596.55,17,688,2,9,5,0,0,0,1,270.0,0
1316.55,11,373,0,0,0,0,0,0,0,399.97,0
3395.23,0,28,0,0,2,0,1,0,0,121.53,1
1273.77,22,257,0,0,0,0,0,0,0,197.91,0
403.03,11,553,2,5,0,0,0,0,0,118.66,0
37.98,10,439,1,2,3,0,0,0,0,1151.32,0
1492.46,12,1289,1,4,0,1,0,0,1,7147.32,0
342.61,2,9,0,0,5,1,0,0,0,149.76,0
330.13,7,110,1,7,0,0,0,0,0,925.75,0
518.8,2,290,1,3,0,0,0,0,1,336.29,0
15022.32,16,352,0,0,5,1,1,0,0,1134.59,1
40427.13,12,117,3,9,1,0,0,1,0,751.12,0
1519.01,9,639,1,7,2,0,0,1,0,480.62,0
546.13,16,65,2,6,5,0,1,0,1,693.49,0
187.57,2,0,1,4,0,0,1,0,0,291.12,0
2214.56,12,1111,2,12,0,0,0,0,1,1155.68,0
15904.52,21,181,1,2,2,0,0,0,0,3524.06,0
756.72,5,1152,2,13,0,0,0,0,0,3229.75,0
30.92,13,118,1,6,0,0,0,0,1,680.12,0
2996.12,9,23,1,3,3,0,1,0,0,1553.37,0
4808.3,19,540,1,4,1,0,0,0,0,431.16,0
101.62,15,659,4,22,0,0,1,0,0,873.9,0
1428.99,17,247,3,23,0,0,0,1,2,654.16,0
2157.79,12,28,2,11,1,0,1,1,0,726.27,0
982.73,9,387,1,3,3,0,0,0,2,977.37,0
334.9,5,73,1,4,0,0,0,1,0,1110.67,0
5033.68,9,690,4,18,1,1,0,0,0,1305.9,0
598.8,4,116,4,20,0,0,0,0,2,411.83,0
118.18,5,686,3,15,0,0,0,1,0,963.99,0
50.69,6,203,1,4,0,0,0,0,1,546.88,0
7268.28,10,331,1,7,0,0,0,0,0,785.1,0
2765.55,15,568,2,7,0,0,0,0,0,400.68,0
1251.33,11,15,1,5,1,0,0,0,0,549.26,0
566.56,11,628,0,0,0,1,0,0,2,65.4,0
495.96,22,54,0,0,1,0,0,0,0,2646.18,0
218.41,19,161,4,24,1,0,0,0,0,476.34,0
574.11,4,233,3,19,0,0,0,0,1,2719.12,0
45.6,15,824,3,20,0,1,0,0,1,709.75,0
363.55,5,8,1,6,0,0,0,0,2,762.42,0
687.87,8,298,8,38,0,1,0,1,2,3930.28,1
2737.55,4,375,3,6,1,0,0,0,0,2134.86,0
1032.88,20,138,1,5,0,0,0,0,0,101.07,0
3613.33,22,125,3,6,2,0,1,0,0,3164.22,0
8297.44,15,246,2,15,2,0,0,0,1,209.72,0
5362.87,17,75,3,12,1,0,0,0,1,961.58,0
2221.12,18,230,1,5,0,0,0,0,0,1876.28,0
1116.32,11,528,2,5,5,0,0,0,1,832.74,0
251.85,1,681,2,15,3,0,0,0,1,244.21,0
3327.3,9,177,1,4,2,0,0,0,0,1401.61,0
13624.45,11,350,1,3,5,0,0,0,0,620.04,0
1831.99,13,0,2,6,0,0,0,0,0,3095.01,0
19455.57,17,291,3,17,3,0,0,0,0,1167.5,0
111.23,18,1349,2,9,1,0,0,0,0,1167.44,0
194.17,5,136,1,3,5,1,0,0,0,1210.84,0
3955.26,4,329,1,2,5,1,0,0,0,1710.4,0
1630.16,15,524,2,4,0,0,0,0,0,623.66,0
7868.9,13,342,2,12,0,0,1,0,1,1809.4,0
1071.48,12,197,2,9,1,0,0,0,0,6931.01,0
298.28,20,60,0,0,2,0,1,0,1,2890.28,0
796.01,1,227,0,0,0,0,0,0,0,1156.55,0
110.05,1,127,2,10,1,0,0,0,0,692.29,0
201.77,11,434,2,10,1,0,0,1,0,527.06,0
4715.76,0,212,1,6,3,0,1,0,1,462.25,0
4060.99,18,692,3,19,0,0,0,0,2,1771.87,0
1890.33,15,78,0,0,0,0,1,0,0,524.78,0
82.96,6,197,1,2,0,0,0,0,1,551.11,0
640.59,20,297,1,6,2,0,0,0,1,102.22,0
174.6,6,49,0,0,2,0,0,1,0,1851.4,0
6404.78,15,323,1,6,0,0,0,0,0,1311.42,0
456.88,5,125,3,17,0,0,0,0,0,1143.32,0
215.16,17,95,1,4,1,0,0,0,0,1049.13,0
1146.76,0,55,0,0,3,1,0,0,0,2147.75,0
419.8,0,157,4,24,2,0,0,0,1,210.1,0
10153.93,13,965,3,15,1,0,0,0,0,191.14,0
364.23,5,11,2,7,1,1,0,0,0,608.71,0
134.45,5,697,0,0,0,0,0,0,2,672.6,0
43.41,3,184,4,28,0,0,0,0,0,1342.83,0
1047.14,11,300,1,2,3,0,0,0,1,494.46,0
472.06,17,262,1,6,0,0,0,0,0,249.33,0
128.59,9,949,1,2,3,0,0,0,1,1020.69,0
6527.89,2,536,3,10,5,0,0,0,0,1123.49,0
2983.55,2,1528,6,46,0,1,0,0,0,1426.61,0
1051.18,7,577,1,7,0,0,0,0,0,498.51,0
8488.68,21,128,4,22,5,0,0,0,1,863.06,1
2962.55,22,1202,0,0,1,0,0,0,1,103.79,0
319.17,0,1499,0,0,0,0,0,0,2,722.27,0
230.71,17,47,4,15,2,0,0,0,0,4038.86,0
3740.49,14,844,0,0,0,0,0,0,0,1209.32,0
1987.34,20,398,0,0,0,0,0,0,1,281.04,0
1414.63,19,931,1,6,3,0,0,0,0,253.34,0
308.05,16,902,0,0,0,0,0,0,1,1357.16,0
2729.63,10,810,1,5,1,0,0,0,1,2070.61,0
353.1,12,790,2,4,0,1,0,0,1,183.56,0
941.07,19,45,0,0,0,1,0,1,1,155.83,0
9608.62,9,56,3,9,5,0,0,0,0,284.88,0
406.97,12,45,0,0,2,0,0,0,0,2365.51,0
103.6,16,34,1,5,0,0,0,0,0,1908.53,0
226.15,20,159,2,6,0,0,0,0,0,312.43,0
4872.92,0,420,0,0,1,0,1,0,0,2596.9,0
1606.96,19,159,0,0,0,0,0,0,0,451.31,0
903.87,15,465,1,7,2,0,0,0,0,2673.38,0
510.99,15,626,2,13,0,0,0,0,0,1694.26,0
2271.15,20,400,0,0,1,0,0,0,0,4575.62,0
306.84,2,228,2,7,2,0,0,1,0,187.1,0
1734.54,1,127,2,8,0,1,0,1,1,1215.61,0
366.18,5,48,1,2,0,1,0,0,0,215.95,0
285.29,10,248,2,10,0,0,1,0,0,140.68,0
421.48,2,464,2,14,0,1,0,0,0,787.3,0
624.46,0,290,1,3,5,0,0,0,1,345.93,0
1019.18,10,466,1,7,2,0,1,0,0,208.86,0
1561.16,12,149,1,3,1,0,0,1,0,1299.19,0
10.0,4,25,0,0,1,0,1,0,0,348.04,0
326.53,17,538,2,8,0,0,0,0,3,383.05,0
609.5,14,90,4,15,3,1,0,0,0,346.42,0
10483.87,17,349,1,4,0,0,1,0,0,522.41,0
217.02,14,595,1,2,0,0,0,0,0,1055.78,0
1399.95,19,54,1,5,1,0,0,0,0,5193.47,0
10327.29,19,333,0,0,0,0,0,0,2,273.46,0
153.02,19,426,1,7,3,0,0,0,1,867.24,0
1980.22,6,500,1,3,1,0,0,0,3,3244.36,0
329.18,16,58,2,10,0,0,0,0,0,500.67,0
514.42,7,636,1,7,0,0,0,0,0,1789.62,0
328.76,12,36,1,6,3,0,0,0,0,739.42,0
365.85,15,267,1,4,5,0,0,1,2,576.99,0
65047.19,9,213,2,5,0,0,0,0,0,460.61,0
3892.02,13,91,2,10,1,0,0,0,0,349.75,0
5725.05,5,131,1,7,3,1,0,0,1,528.28,1
2293.86,19,65,3,19,0,0,0,0,1,2448.12,0
98.56,21,202,0,0,3,0,0,0,2,600.54,0
1983.14,6,13,5,15,0,1,0,0,0,154.02,0
5482.93,5,802,1,7,0,0,0,0,1,881.78,0
304.87,16,65,4,8,5,0,0,0,3,257.99,0
4665.69,20,792,2,14,0,0,0,0,1,2757.06,0
3154.24,23,727,2,6,1,0,0,0,0,294.13,0
17642.39,7,219,2,11,0,0,0,0,0,320.24,0
586.0,11,251,1,3,0,0,1,0,0,490.84,0
211.36,3,131,1,2,0,0,0,0,2,815.25,0
637.5,9,2105,2,6,5,0,0,0,0,305.7,0
9446.09,5,405,1,4,0,0,0,0,0,2000.47,0
70.63,6,1106,2,15,0,0,0,0,0,1628.77,0
49.28,20,195,0,0,0,0,0,0,0,542.52,0
1254.0,7,783,2,4,0,0,1,1,0,936.18,0
564.6,2,217,1,2,1,0,0,0,0,1002.89,0
1109.42,7,735,0,0,5,0,0,0,0,254.35,0
4527.69,14,51,1,2,5,0,0,1,0,4106.19,0
478.73,20,369,3,12,0,0,0,0,0,592.74,0
66.06,0,414,1,4,1,0,0,0,0,2906.74,0
23546.26,12,389,2,15,1,0,0,0,0,1592.05,0
245.71,21,216,2,7,1,0,1,0,1,1276.95,0
223.95,17,420,0,0,0,0,0,0,0,695.6,0
5742.1,14,99,1,6,2,0,0,0,0,2204.15,0
616.01,6,330,2,10,3,0,0,0,1,1835.87,0
997.16,14,294,0,0,3,0,0,0,0,864.03,1
2262.41,2,139,1,7,1,0,0,0,1,1662.57,0
5571.25,13,550,2,7,0,0,0,0,0,446.56,0
665.01,19,30,0,0,0,0,0,0,0,154.26,0
10720.66,3,68,3,13,0,0,0,0,0,932.81,0
44.54,3,232,3,15,2,0,0,0,0,795.32,0
3427.82,2,811,1,5,0,0,0,0,2,143.54,0
311.28,4,312,5,32,0,0,1,0,0,594.88,0
8590.45,10,673,0,0,2,0,0,0,0,328.35,0
1357.05,7,266,1,5,1,0,0,0,0,111.86,0
399.67,1,561,1,2,0,0,0,0,0,395.82,0
2963.9,15,143,1,4,1,0,0,0,0,900.73,0
4187.18,9,616,3,8,3,0,0,0,0,185.96,0
